,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40106223173,1731788189714122049,Set Bikini (Áo Bra + Quần) Set Đồ Đi Biển Hoạ Tiết Caro Mùa Hè - Aurra Set 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎,169 239,set bikini,x,Summer Diaries,Set,thô xốp,505TH2_AKH218_,"505TH2_AKH218_VA
505TH2_AKH218_DO",https://cf.shopee.vn/file/vn-11134207-7ras8-mck4icyrz57m88,,Bán hết cắt mẫu,Team B,Dương + Khanh,Thảo Ng,Mỹ Duyên,kẻ vàng,,,,,"- Màu sắc trendy 
- Mặc đi biển hoặc làm layer phối bên trong áo sơ mi, quần dài 
",,,cắt mẫu,cắt mẫu,1,,,,,,,,,,,,,https://shopee.vn/product/574105684/40106223173,https://www.tiktok.com/view/product/1731788189714122049?region=VN&locale=vi-VN,,,,,
26131713734,1731579030822946113,Quần Váy Dáng Bí 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Phối Cạp Trắng Sọc Cá Tính QQN023,148 208,Váy Bí Sọc cạp trắng,,Summer Diaries,Quần short thời trang,gió nhăn,504GI2_QQN023_,"504GI2_QQN023_XT
504GI2_QQN023_DO",https://cf.shopee.vn/file/vn-11134207-7ras8-mccznca25e4c55,,Bán hết cắt mẫu,Team B,Dương + Khanh,Thảo Ng,Lan Hương,"Đỏ
Xanh",,,,,"- Quần dáng bí trendy
- Phối kẻ sọc thể thao
- cạp co dãn thoải mái
- Cạp trễ dễ phối đồ",,,cắt mẫu,cắt mẫu,1,,,,,,,,,,,,,https://shopee.vn/product/574105684/26131713734,https://www.tiktok.com/view/product/1731579030822946113?region=VN&locale=vi-VN,,,,,
43058527336,1732504186690700609, Áo Thun Form Oversize Rộng Cotton 2 Chiều Thoáng Mát Phối Bo Cổ 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 DREAMS,168 228,,https://drive.google.com/drive/folders/11TtuSDBOCwQtDajdtumCVUUyOgIUwuxj?usp=drive_link,Sản phẩm lẻ,Áo thun,cotton 2 chiều,507CO1_ATN259_,507CO1_ATN259_BE_,https://cf.shopee.vn/file/vn-11134207-820l4-mg3i1nrwb4ll28,,SP đang bán,Team B,Dương + Khanh,Thảo Ph,Mỹ Duyên,Kem,,"size 1: <m65, <55kg
size 2: <m70, <60kg 
size 3: <m75, <65kg",áo thun phối cổ,,"- Chất liệu cotton thoáng mát, dễ chịu trong ngày 
- Bo cổ tròn màu nổi làm điểm nhấn 
- Hình in kết hợp với thêu móc xích mới lạ, chỉn chu, tỉ mỉ
",,,16,16,2,,,,,TTS: 13/9,,,,14/8,14/9,,,https://shopee.vn/product/574105684/43058527336,https://www.tiktok.com/view/product/1732504186690700609?region=VN&locale=vi-VN,,,,,
41113870069,1732131669368210753,Áo Babytee Phối Line Thể Thao 2-Bar Babytee 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 ,138 178,,https://drive.google.com/drive/folders/1TpfLVsm2_0HI6VWESuEUvYdZrIGpSZJe?usp=sharing,Fall Winter,Babytee,"bản thường: vải thể thao
bản pre: cotton 2 chiều",506CO1_ABN242_,506CO1_ABN242_XA_,https://cf.shopee.vn/file/vn-11134207-820l4-mf7rp89kmccqd2,,SP đang bán,Team B,Dương + Khanh,Thảo Ph,Mỹ Duyên,Xanh than,,"size 1: <m65, <52kg
size 2: <m70, <57kg 
size 3: <m75, <65kg 
( Khách hàng tham khảo số đo V1 để chọn size)",ÁO BBT THỂ THAO 2BAR,,"- Áo thể thao basic cổ V, dễ phối đồ 
- Hình thêu ở trên ngực làm điểm nhấn, phối 2 đường line ở vai và eo 
- Chất liệu cotton thoáng mát, thấm hút mồ hôi",,,"15 
Y mới: 23","15 
Y mới: 23",2,,,,,,,,,có sẵn mẫu 2 bản size 1,22-23/8,,,https://shopee.vn/product/574105684/41113870069,https://www.tiktok.com/view/product/1732131669368210753?region=VN&locale=vi-VN,,,,,
26037869888,1732194120541635905,Quần Jeans Wash 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Dài Hoạ Tiết Vẩy Sơn Cá Tính Unisex Nam Nữ Streetwear Denim Âu Mỹ,251 320,,https://drive.google.com/drive/folders/1tPGTyJGADVZ5CmmHfcK1TfnhKAw5whHU?usp=sharing,Sản phẩm lẻ,Quần dài thời trang,denim wash,507DE1_QTD239_,"507DE1_QTD239_GH_
507DE1_QTD239_XA_",https://cf.shopee.vn/file/vn-11134207-820l4-mehznilfedqe29,,Bán hết cắt mẫu,Team B,Dương + Khanh,Thảo Ng,Lan Hương,"Xanh classic
Xám wash",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg
(Khách hàng tham khảo thêm số đo mông để chọn size)",Quần jean vảy sơn,,"- Form bí trendy.
- Hiệu ứng vảy sơn, không bị phai sau giặt.
- Màu quần trendy, xanh clasic là màu bán chạy của sản phẩm QTD 001, xám nhạt wash là màu mới dễ phối đồ.",,,cắt mẫu,cắt mẫu,1,,,,,,,,,,,,,https://shopee.vn/product/574105684/26037869888,https://www.tiktok.com/view/product/1732194120541635905?region=VN&locale=vi-VN,,,,,
27542900503,1732762152299627841,Áo Sweater Layer 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎  Cổ Sơ Mi Caro Form Rộng Unisex Phong Cách Retro,238 301,228-291,,Sản phẩm lẻ,Polo,nỉ 2 da x cổ caro,508NI2_ASWD302_,"508NI2_ASWD302_NA_
508NI2_ASWD302_XA_",https://cf.shopee.vn/file/vn-11134207-820l4-mhu9raj46xole8,,SP Không Tái,Team B,Dương + Khanh,Thảo Ng,Lan Hương,"Xanh than
Nâu",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <70kg",Sweater phối sơ mi,,"- Form rộng unisex
- Vải 2 da mịn, dày dặn, không xù lông
- Áo phối vải sơ mi như mặc 1 chiếc áo sơ mi bên trong.
- Logo thêu tỉ mỉ, có logo BYC",,,"xanh 14
nâu 19","xanh 14
nâu 19",2,,,,,"- SHP: bật tồn preord mở bán 26/9
- TTS: 
- BATCH 1: 15-25/10",22/8,,,,2/10,,,https://shopee.vn/product/574105684/27542900503,https://www.tiktok.com/view/product/1732762152299627841?region=VN&locale=vi-VN,,,,,
41213782882,1732292635601569089,Váy Liền Denim Mềm Mại 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎  Nhún Eo Cúc Gỗ Dừa Cài Nữ Tính,201 251,,,Our Beloved Summer,Váy/ Đầm,denim giấy,507DE1_VTN253_,507DE1_VTN253_XA_,https://cf.shopee.vn/file/vn-11134207-820l4-mep6j0b04jk400,,Bán hết cắt mẫu,Team B,Dương + Khanh,Thảo Ng,Mỹ Duyên,Xanh than,,"size 1: <m65, <52kg
size 2: <m70, <57kg 
size 3: <m75, <65kg 
( Khách hàng tham khảo số đo V1 để chọn size)",book ảnh,,"- Chất liệu dày dặn, đứng form dáng A
- Cúc gỗ dừa làm điểm nhấn 
- Nhún eo che khuyết điểm và tôn eo, mông ",,,cắt mẫu,cắt mẫu,1,,,,,"- SHP: 18/8
- TTS: 25/8",td312,,,13/8,"sẵn kho
15/8",,,https://shopee.vn/product/574105684/41213782882,https://www.tiktok.com/view/product/1732292635601569089?region=VN&locale=vi-VN,,,,,
42914042951,1732384555098342721,Áo Hoodie Zip Phối Caro 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Thêu 77 Foreveryoung Form Rộng Nam Nữ,270 330,,,Fall Winter,Hoodie/ Hoodie zip,nỉ 2 da,507NI1_AHOD262_,"507NI1_AHOD262_BE_
507NI1_AHOD262_GH_",https://cf.shopee.vn/file/vn-11134207-81ztc-ml77u1lh62o2ae,,SP đang bán,Team B,Dương + Khanh,Đ. Yến,Khánh Huyền,"Xám
Be",," size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <70kg",book ảnh,,"- Chất liệu nỉ 2 da không xù
- Mũ to phối caro trendy
- Hình thêu kĩ thuật đắp vải số 77 trước ngực",,,"20
Y mới 25","20
y mói 25 ",1,,,,,"SHP 20/8
TTS 3/9",,,,18/8,"27 về xám
30-31 về be",,,https://shopee.vn/product/574105684/42914042951,https://www.tiktok.com/view/product/1732384555098342721?region=VN&locale=vi-VN,,,,,
44264056647,1733171882858480961,Áo Khoác Kaki Phối Cổ Lông 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎  Áo Khoác Jean Dáng Ngắn Trendy Âu Mỹ AKHD320,439 499,,,Sản phẩm lẻ,Áo khoác khác,"Bản thường: kaki - lót thường
Bản pre: kaki ánh nhung - lót chần bông",508DE2_AKHD320_,"508DE2_AKHD320_TH 
508GN1_AKD317_NA",https://cf.shopee.vn/file/vn-11134207-820l4-mhle7lfmu6te5c,,SP đang bán,Team B,Dương + Khanh,Đ. Yến,Mỹ Duyên,"Xanh than
Nâu",,"size 1:<m68, 57kg 
size 2: <m75, 65kg",Áo khoác denim phối cổ lông,,"- Áo khoác dáng lửng trendy 
- Cổ áo phối lông cao cấp có thể tách rời
- Khoá hợp kim kéo mượt mà 
- Áo phối line trendy",,,"Y cũ 22
Y mới 27
","Y cũ 22
Y mới 27
",2,,,,,"SHP: test 20/8
SHP: pre ord 30/10",27/8,,,,4-6/11,,,https://shopee.vn/product/574105684/44264056647,https://www.tiktok.com/view/product/1733171882858480961?region=VN&locale=vi-VN,,,,,
29440193515,1732913793180271937,Áo Polo Dài Tay Logo Thêu 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Sọc Lớn Hàn Quốc Trendy,229 - 279,,,Sản phẩm lẻ,Polo,vải cá sấu,508KE1_APD309_,508KE1_APD309_XA,https://cf.shopee.vn/file/vn-11134207-820l4-mh8tzmknopvwb3,,SP đang bán,Team B,Dương + Khanh,Thảo Ng,Mỹ Duyên,"
Sọc xanh",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Áo polo sọc lớn,,"- Form rộng thoải mái 
- Bo dệt bo cổ tay trendy 
- Hình thêu chỉn chu 
- Cúc phối ở cổ áo mang tính trendy",,,19,19,1,,,,,SHP: test 20/8,31/8,,,,20-21/10,,,https://shopee.vn/product/574105684/29440193515,https://www.tiktok.com/view/product/1732913793180271937?region=VN&locale=vi-VN,,,,,
27939412533,1733059111774225729,Quần Jeans Lửng Thêu Túi Trước 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎  Ống Rộng Unisex Nam Nữ,201 251,,,Sản phẩm lẻ,Quần short thời trang,denim,507DE1_QTL289_,507DE1_QTL289_DE,https://cf.shopee.vn/file/vn-11134207-7ras8-md7a9aqbsvvg2f,,SP đang bán,Team B,Dương + Khanh,Thảo Ng,Lan Hương,Xanh đen,,"size 1: <m62, <50kg
size 2: <m68, <55kg
size 3: <m75, <65kg
(Khách hàng tham khảo thêm số đo mông để chọn size)",Jean lửng thêu túi trước,,"- Dáng lửng che bắp chân to
- Chất liệu denim mềm, thoải mái
- Hình thêu ở 2 túi trước làm điểm nhấn",,,22,22,1,,,,,TTS: 01/11,11/8,,,,3-4/10,,,https://shopee.vn/product/574105684/27939412533,https://www.tiktok.com/view/product/1733059111774225729?region=VN&locale=vi-VN,,,,,
28741107591,1732945999027537217,Áo Phao Kẻ Caro 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Phao Light Padded Jacket Lót Bông Dày Dặn Giữ Ấm Tốt ,439 500,,,Sản phẩm lẻ,Áo phao,"thô xốp
chần bông",508TH2_AKHD351_,"508TH2_AKHD351_VA
508TH2_AKHD351_XA",https://cf.shopee.vn/file/vn-11134207-820l4-mhbg59iahde7e3,,SP đang bán,Team B,Dương + Khanh,Thảo Ng,Lan Hương,"Caro vàng
Caro Xanh",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Áo phao kẻ,,"- Chất liệu kẻ cotton mềm mịn.
- Màu sắc pastel xinh yêu.
- Lớp chần bông dày dặn vừa phải, form áo không quá phồng.
- Cúc áo bản to là điểm nhấn.",,,22,22,1,,,,,SHP: 4/9,,,,,3-4/11,,,https://shopee.vn/product/574105684/28741107591,https://www.tiktok.com/view/product/1732945999027537217?region=VN&locale=vi-VN,,,,,
41068487605,1732731447447487809,Quần Jean Dài Gập Gấu 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Quần Dài Form Rọng Chất Denim Mềm Đứng Form Phong Cách Trẻ Trung Unisex ,"219-279
(30 ngày đầu tiên kể từ lúc bật tồn (20/9 - 19/10) - giá sẽ là 201-259)",,,Sản phẩm lẻ,Quần dài thời trang,denim,509DE1_QTD361_,509DE1_QTD361_DE,https://cf.shopee.vn/file/vn-11134207-820l4-mftjo47zponh46,,SP đang bán,Team B,Dương + Khanh,Thảo Ng,Lan Hương,Đen,,"size 1: <m65, <53kg
size 2: <m70, <58kg
size 3: <m75, <65kg
(Khách hàng tham khảo thêm số đo eo để chọn size)",Tự chụp ảnh,,"- Chất liệu denim dày dặn, đứng form nhưng mềm hơn (so với calem).
- Màu đen basic dễ phối đồ, phù hợp với nhiều phong cách.
- Thiết kế ống quần giả gập gấp, vừa basic lại vừa có điểm nhấn.",,,20,20,1,,,,,"SHP 20/9 (preord tới 2/10)
TTS 2/10",,,,,24-25/9,,,https://shopee.vn/product/574105684/41068487605,https://www.tiktok.com/view/product/1732731447447487809?region=VN&locale=vi-VN,,,,,
26017910679,1731276474939312449,Quần Jean 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Ống Rộng Tôn Dáng Quần Bò Wash Màu Unisex Thời Trang Nam Nữ,"Shopee: 179 239 
Tiktok: 175 239",Quần Jean QJ01,x,Sản phẩm lẻ,Quần dài ứng dụng,denim,411DE1_QTD001_,,https://cf.shopee.vn/file/vn-11134207-820l4-mg98gphf5s0f75,,SP đang bán,Team A,Nhi + Dnhi,Thảo Ng,Lan Hương,"Xanh classic
Xanh nhạt wash
Đen wash",,,,,"- Chất liệu đan chéo chắc chắn bằng cotton nên có độ bền cao, nhưng không quá thô cứng.
- Dễ phối đồ, trang phục mang tính thời thượng ","Khả năng giữ màu tốt, có bai xù nhẹ sau một thời gian sử dụng
Vải mềm hơn.
Có sự khác nhau nhẹ về màu sắc giữa 2 bản do khác nhau nền vải","Độ bền màu tốt hơn, hạn chế bai xù sau nhiều lần giặt.
Vải sờ dày dặn và đanh hơn.",20,20,2,"https://drive.google.com/drive/u/2/folders/1ROiQ977_3P0AcnXGgNmo3No91qtWSb

https://drive.google.com/drive/folders/1BF7Le-SWap4Y2ebZJLuouLWEZ_yAEdiq?usp=drive_link","BYC 4 QUẦN 

CAM 8SP ",,,,,,,,,,,https://shopee.vn/product/574105684/26017910679,https://www.tiktok.com/view/product/1731276474939312449?region=VN&locale=vi-VN,,,Sản phẩm R&D,Đặt hàng,Sản phẩm lẻ
28881429508,1731625628675376449,[Our Beloved Summer Collection] Quần Jean Dáng Lửng Dài Demi Jean Short 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Năng Động Denim Wash,180 240,SJ03,,Our Beloved Summer,Quần short ứng dụng,denim,505DE1_QEL034_,"505DE1_QEL034_DE
505DE1_QEL034_CL
505DE1_QEL034_XĐ",https://cf.shopee.vn/file/vn-11134207-7ras8-mda1n0ivttuk54,,SP đang bán,Team A,Nhi + Dnhi,Thảo Ng,Mỹ Duyên," Xanh Đen 
Xanh Classic 
Đen Wash",,,,,"- Dáng lửng che bắp chân to, làm dài chân 
- Dễ phối đồ với đa dạng style: nữ tính, cá tính 
- Chất liệu dày dặn nhưng vẫn có độ mềm mại nhất định",,,20,20,1,https://drive.google.com/drive/folders/1OnptgwoUO_wjUJu8qITsamTLP9XeUZNY?usp=drive_link,,,,,,,,,,,,https://shopee.vn/product/574105684/28881429508,https://www.tiktok.com/view/product/1731625628675376449?region=VN&locale=vi-VN,,,,,
27230756271,1731515593212396865,Quần Kaki BALLOON 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Ống Rộng Dáng Cong Pants Hack Eo Phong Cách QTD029,269 350,Quần Baloon,,Sản phẩm lẻ,Quần dài thời trang,kaki,504KA1_QTD029_,"504KA1_QTD029_DE
504KA1_QTD029_NA",https://cf.shopee.vn/file/vn-11134207-7ras8-md9vzcr90rl9dc,,SP đang bán,Team A,Nhi + Dnhi,Đ. Yến,Lan Hương,"Nâu
Đen",,,,,"- Chất liệu mềm mại, có khả năng thấm hút mồ hôi 
- Quần ống cong trendy, hack dáng",,,17,17,1,https://drive.google.com/drive/folders/1kZfZ1RO5Dbkg2fvFJFhe5y-ZZ5K703ea,CAM 8SP,,,,,,,,,,,https://shopee.vn/product/574105684/27230756271,https://www.tiktok.com/view/product/1731515593212396865?region=VN&locale=vi-VN,,,,,
28917513642,1732143019819764033,Quần Vải Dù Túi Hộp 2025 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Ống Rộng Unisex Phong Cách Streetwear,260 320,Quần Cargo 205,,To Youth,Quần dài thời trang,gió,502GI1_QTD022_,"502GI1_QTD022_BE
502GI1_QTD022_DE",https://cf.shopee.vn/file/vn-11134207-7ra0g-m9dzaev3nq7i18,,SP đang bán,Team A,Nhi + Dnhi,Thảo Ng,Lan Hương,"Đen
Be",,,,,"- Có nút khóa cài ẩn bên trong 
- Túi hộp 2 bên hông có dây kéo khóa cá tính ",,,20,20,1,https://drive.google.com/drive/u/2/folders/153vmo37UHjJyPN7E9FQ5SOpo6JjuOwLY,CAM 4SP ,,,,,,,,,,,https://shopee.vn/product/574105684/28917513642,https://www.tiktok.com/view/product/1732143019819764033?region=VN&locale=vi-VN,,,,,
24359047377,1730045620784367937,Quần Kaki Ống Rộng 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Basic Cạp Trễ Phong Cách Châu Âu,210 290,Quần Kaki Cạp Trễ,,Sản phẩm lẻ,Quần dài ứng dụng,kaki,401KA1_QTD037_,"401KA1_QTD037_TR
401KA1_QTD037_BE
401KA1_QTD037_DE",https://cf.shopee.vn/file/vn-11134207-7r98o-lz7645vl7wrl08,,SP đang bán,Team A,Nhi + Dnhi,Thảo Ng,Lan Hương,"Trắng kem
Đen
Cream",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg
(Khách hàng tham khảo thêm số đo mông để chọn size)",,,"- Quần với thiết kế ống rộng giúp che khuyết điểm đôi chân
- Quần có 2 bản cho mọi người lựa chọn: bản thường (chất liệu poly đứng form) và bản Premium (chất liệu cotton thoáng mát) 
- Điểm nhấn của sản phẩm nằm ở 2 phần ly trước 2 ống quần giúp tôn phần eo và vòng 3
- Quần cạp trễ mặc dưới rốn, không bị bó và gây khó chịu phần bụng",,"- Chất liệu Kaki Cotton (100% Cotton)
- Độ co dãn tốt và mặt vải mịn hơn bản thường",18,18,2,https://drive.google.com/drive/u/2/folders/15kQgRmepu7cVIhGMe-F1aTuXp-hPBQQh,,,,"Y cũ 15
Y mới 18 ngày",,,,,,,,https://shopee.vn/product/574105684/24359047377,https://www.tiktok.com/view/product/1730045620784367937?region=VN&locale=vi-VN,,,Kho,Giảm số lượng SX,To Youth
40664115909,1732340584239891777,Quần nỉ chân cua phối cạp bèo thêu withlove thân sau,230 280,,,Fall Winter,Quần dài ứng dụng,nỉ chân cua,507NI1_QTD304_,"507NI1_QTD304_GH_
507NI1_QTD304_DE",https://cf.shopee.vn/file/vn-11134207-820l4-mizebpm56aki44,,SP đang bán,Team A,Nhi + Dnhi,Thảo Ng,Khánh Huyền,Xám,,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg
(Khách hàng tham khảo thêm số đo mông để chọn size)",,,"- Chất Liệu nỉ chân cua đanh tay, ống quần rộng street style
- Cạp phối bèo xoăn
- Có hình thêu WITHLOVE ở thân sau",,,15,15,1,,,,,,,,,,28-29/8,,,https://shopee.vn/product/574105684/40664115909,https://www.tiktok.com/view/product/1732340584239891777?region=VN&locale=vi-VN,,,,,
40664115909,1732340584239891777,Quần nỉ chân cua phối cạp bèo,210 260,,x,Fall Winter,Quần dài ứng dụng,nỉ chân cua,507NI1_QTD281_,"507NI1_QTD281_XAM_
507NI1_QTD281_DE_",https://cf.shopee.vn/file/vn-11134207-820l4-mizebpm56aki44,,SP đang bán,Team A,Nhi + Dnhi,Thảo Ng,Khánh Huyền,"Xám, đen",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg
(Khách hàng tham khảo thêm số đo mông để chọn size)",,,"- Chất Liệu nỉ chân cua đanh tay, ống quần rộng street style
- Cạp phối bèo xoăn
- Có tag cạp ấn tượng",,,15,15,1,,,,,,,,,20/8,24-25/8,,,https://shopee.vn/product/574105684/40664115909,https://www.tiktok.com/view/product/1732340584239891777?region=VN&locale=vi-VN,,,,,
40800875501,1731417296705389889,[Our Beloved Summer Collection] Áo Sơ Mi Babydoll Kẻ Kate Hàn Quốc 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Tay Bồng Dễ Thương Mùa Hè AMN015,201 270,Baby doll kẻ,,Our Beloved Summer,Áo Kiểu,thô kẻ cotton,504KE1_AMN015_,"504KE1_AMN015_VA
504KE1_AMN015_XA
504KE1_AMN015_HO",https://cf.shopee.vn/file/vn-11134207-81ztc-ml4lq6dg3ua6cd,,SP đang bán,Team A,Nhi + Dnhi,Thảo Ph,Mỹ Duyên,"Vàng
Hồng 
Xanh",,,,,"- Kẻ kate thoáng mát, màu sắc trend 
- Dáng babydoll trẻ trung nữ tính, che khuyết điểm tốt ",,,16,18,2,https://drive.google.com/drive/folders/1pcir8VRZhs55jCrYfh0hLVTLhmSaQD0a,"CAM CAM 14SP 

CAM 12SP ",,,,,,,,,,,https://shopee.vn/product/574105684/40800875501,https://www.tiktok.com/view/product/1731417296705389889?region=VN&locale=vi-VN,,,,,
22921823456,1729591852378720577,Áo Thun Baby Tee 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Basic BLACK/WHITE/GREY HOT TREND.,139 169,BBT_BASIC,,Our Beloved Summer,Babytee,cotton 2 chiều,307KE1_AMD015_,"307KE1_AMD015_BE
307KE1_AMD015_XK
307KE1_AMD015_HO
307KE1_AMD015_TR
307KE1_AMD015_DE
307KE1_AMD015_NA
307KE1_AMD015_DO
307KE1_AMD015_XT
307KE1_AMD015_VA
307KE1_AMD015_XA
",https://cf.shopee.vn/file/vn-11134207-820l4-mee42ehy65mv3a,,SP đang bán,Team A,Nhi + Dnhi,Đ. Yến,Lan Hương,"Light Cream
Kaki
Hồng Nhạt
Trắng
Đen
Nâu
Xanh Navy
Đỏ
Vàng
Xanh Dương",,,,,"- Áo thun chất liệu cotton thoáng mát, phong cách đơn giản, phù hợp mọi lứa tuổi
- Áo có Logo thay đổi theo màu áo.
- Form dáng basic, đơn giản, phù hợp nhiều phong cách.



",,,18,18,2,"https://drive.google.com/drive/u/2/folders/1uKPvb727g7D6N8-fTTOXRMr2I09jFeeX
https://drive.google.com/drive/folders/1gUj9X7EfvCTHn65xyUmGY7Ap3_ZeBI8t",CAM CAM 15SP,,,,,,,,,,,https://shopee.vn/product/574105684/22921823456,https://www.tiktok.com/view/product/1729591852378720577?region=VN&locale=vi-VN,,,,,
29376541393,1732075149923748161,Áo Polo Kẻ Sọc BabyTee 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Họa Tiết Thêu Thiết Kế Tôn Dáng Cho Nữ,170 219,polo kẻ sọc,,To Youth,Polo,cotton kẻ dày dặn,502ZI1_APN013_,"502ZI1_APN013_DE
502ZI1_APN013_DO
502ZI1_APN013_XA",https://cf.shopee.vn/file/vn-11134207-81ztc-mlybz7yze2o37c,,SP đang bán,Team A,Nhi + Dnhi,Thảo Ph,Lan Hương,"Cổ Đen
Cổ Đỏ
Cổ Xanh",,,,,"- Logo thêu chắc chắn, mềm mại, mũi thêu sắc nét chỉn chu
- Nhờ cấu trúc sợi vải đan chéo nên áo có độ thấm hút mồ hôi, phù hợp cho thời tiết mùa hè và văn phòng điều hòa","- Chất liệu: Nỉ bông
- Handfeel: Lớp bông được bao phủ phía trong, có khả năng giữ ấm tốt","- Chất liệu: Nỉ lông cáo (cao cấp hơn)
 - Handfeel: Bề mặt mịn màng, nịnh da hơn, không gây dính bông, khả năng giữ ấm tốt",23,23,2,https://drive.google.com/drive/u/2/folders/11J0pN1G12vnGIRdRKmDWUUAGyB9VlK48,CAM CAM FINAL ,,,"Y cũ: 18 
Y mới: 23",,,,,,,,https://shopee.vn/product/574105684/29376541393,https://www.tiktok.com/view/product/1732075149923748161?region=VN&locale=vi-VN,,,Livestream,Ưu tiên SX,Tết Tết
27625396109,1731934855823264065,Áo Babytee MINI STAR 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Form Basic 100% Cotton In Nổi Logo Byc Cho Nữ [To Youth Collection],145 176,Mini star,,To Youth,Babytee,cotton 2 chiều,502CO1_ABN009_,"502CO1_ABN009_DE
502CO1_ABN009_XT
502CO1_ABN009_DO
502CO1_ABN009_BE
502CO1_ABN009_HO",https://cf.shopee.vn/file/vn-11134207-7ras8-mclz7bhnk0ik03,,SP đang bán,Team A,Nhi + Dnhi,Thảo Ph,Lan Hương,"Đen
Xanh Navy 
Đỏ
Kem
Hồng",,,,,"- Cotton mềm mịn, thoáng mát, đem lại cảm giác thoải dễ chịu cả ngày 
- Hình in nổi kết hợp với hình thêu chắc chắn ","Bề mặt: Vải dệt từ sợi bông nhập khẩu Mỹ
Định lượng vải: 230gsm (mỏng hơn bản Premium)
Handfeel: Sợi vải nhỏ, bề mặt vải mịn, mặc mát hơn
Form: Có xu hướng mềm rủ, thoải mái","Bề mặt: Vải dệt từ sợi bông nhập khẩu Mỹ
Định lượng vải: 250gsm (dày dặn hơn bản thường)
Handfeel: Sợi vải to hơn, cảm giác dày dặn, chắc chắn hơn
Form: Đứng form nhờ chất liệu dày, trông gọn gàng và sang hơn",18,18,2,https://drive.google.com/drive/u/2/folders/1yap2aXKVnkBTX0HLw5laJlWINtePoUHl,CAM CAM 15SP ,,,,,,,,,,,https://shopee.vn/product/574105684/27625396109,https://www.tiktok.com/view/product/1731934855823264065?region=VN&locale=vi-VN,,,,Update thông tin,
